brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,horsepower,displacement,cylinders,turbo,transmission_type,gears,sales_price_log
Cadillac,Escalade Platinum,2018,49273,Gasoline,Red,Black,None reported,Yes,54000,420.0,6.2,8.0,False,Automatic,,4.732393759822968
Tesla,Model 3 Standard Range Plus,2019,42094,,White,White,None reported,Yes,32000,,,,False,Automatic,,4.505149978319906
BMW,M3 Base,2017,44000,Gasoline,Blue,Black,None reported,Yes,55000,425.0,3.0,6.0,False,Automatic,7.0,4.740362689494244
Chevrolet,Cruze LT,2012,148377,Gasoline,Blue,Black,,,5500,138.0,1.4,4.0,False,Automatic,6.0,3.7403626894942437
Dodge,Challenger SRT8,2010,70000,Gasoline,Orange,Black,None reported,Yes,22000,425.0,6.1,8.0,False,Manual,6.0,4.342422680822207
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,White,Black,None reported,Yes,33490,161.0,2.1,4.0,False,Automatic,,4.524915147539867
Ford,F-350 Platinum,2019,69205,Diesel,White,Black,None reported,Yes,73500,450.0,6.7,8.0,False,,,4.866287339084195
Chevrolet,Tahoe LTZ,2015,123500,Gasoline,White,Brown,None reported,Yes,25650,355.0,5.3,8.0,False,Automatic,6.0,4.409087369447835
Audi,Q7 3.0T Prestige,2018,70773,Gasoline,White,Black,None reported,Yes,30950,333.0,3.0,6.0,False,Automatic,,4.490660653356136
Jeep,Patriot Latitude,2015,109000,Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,7599,158.0,2.0,4.0,False,Automatic,,3.8807564445102103
INFINITI,QX70 Base,2014,71097,Gasoline,Black,Black,None reported,Yes,18995,325.0,3.7,6.0,False,Automatic,7.0,4.278639297890739
BMW,X5 xDrive35i,2013,76309,Gasoline,Silver,Black,,,12000,300.0,3.0,6.0,False,Automatic,,4.079181246047625
Tesla,Model 3,2018,26609,,Gray,–,None reported,,36998,,,,False,Automatic,,4.568178248055102
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4126,Hybrid,Black,Beige,,,155000,395.0,3.0,6.0,False,Automatic,,5.190331698170292
Nissan,240SX Base,1996,160490,,Gray,Black,None reported,Yes,15500,,,,False,Manual,5.0,4.190331698170292
Cadillac,ATS 2.5L,2014,80400,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,15000,202.0,2.5,4.0,False,Automatic,,4.176091259055681
Toyota,RAV4 Base,2010,123620,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,9900,179.0,2.5,4.0,False,Automatic,4.0,3.9956351945975497
Acura,TSX Technology,2011,187883,Gasoline,Red,Beige,None reported,Yes,5500,201.0,2.4,4.0,False,Automatic,,3.7403626894942437
Mercedes-Benz,G-Class G 550 4MATIC,2020,45000,Gasoline,Black,Black,None reported,Yes,133000,416.0,4.0,8.0,False,Automatic,,5.123851640967086
Honda,Civic Sport,2022,25420,Gasoline,Red,Gray,None reported,Yes,24500,158.0,2.0,4.0,False,,,4.389166084364533
BMW,M3 Base,2011,129999,Gasoline,White,Black,None reported,Yes,29999,414.0,4.0,8.0,False,Manual,6.0,4.477106777995652
BMW,M3 Base,2008,41048,Gasoline,Gray,Beige,None reported,Yes,38490,414.0,4.0,8.0,False,,,4.5853479110945905
Nissan,Cube 1.8 S,2010,72500,Gasoline,Brown,Black,None reported,Yes,6750,122.0,1.8,4.0,False,Manual,6.0,3.829303772831025
RAM,ProMaster 3500 Tradesman,2014,143390,Gasoline,White,–,None reported,Yes,13000,280.0,3.6,6.0,False,Automatic,6.0,4.113943352306837
Acura,RDX Base,2018,68425,Gasoline,Gray,–,At least 1 accident or damage reported,Yes,23500,279.0,3.5,6.0,False,Automatic,6.0,4.371067862271737
Toyota,4Runner Limited,2018,95000,Gasoline,Silver,Brown,None reported,Yes,33000,270.0,4.0,6.0,False,Automatic,,4.518513939877887
RAM,1500 Limited,2019,29000,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,49500,395.0,5.7,8.0,False,Automatic,8.0,4.694605198933568
Chevrolet,Corvette Base,2003,145000,Gasoline,Blue,Black,None reported,Yes,22000,350.0,5.7,8.0,False,Automatic,,4.342422680822207
Land,Rover Defender 110 SE,2020,29700,Hybrid,Green,Black,,,68000,395.0,3.0,6.0,False,Automatic,8.0,4.832508912706237
Jeep,Grand Cherokee Laredo,2011,98658,Gasoline,White,Gray,None reported,Yes,14995,360.0,5.7,8.0,False,Automatic,5.0,4.175946470095546
Volvo,S80 T6,2009,97615,Gasoline,Black,Gray,None reported,Yes,10500,281.0,3.0,6.0,False,Automatic,6.0,4.021189299069938
Porsche,Cayenne S,2014,36000,Gasoline,Black,Beige,None reported,Yes,37000,400.0,4.8,8.0,False,Automatic,8.0,4.568201724066995
Mazda,CX-30 Select,2021,61874,Gasoline,Jet Black Mica,Black,None reported,Yes,22389,,2.5,4.0,False,Automatic,6.0,4.350034696340058
Chrysler,Town & Country Touring,2012,74582,E85 Flex Fuel,Black,–,None reported,Yes,8500,283.0,3.6,6.0,False,Automatic,6.0,3.929418925714293
INFINITI,FX37 Base,2013,51500,Gasoline,Gray,Black,None reported,Yes,23900,325.0,3.7,6.0,False,Automatic,,4.378397900948138
Toyota,FJ Cruiser Base,2007,193827,Gasoline,Silver,Black,None reported,Yes,14950,239.0,4.0,6.0,False,Automatic,,4.174641192660449
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,Blue,Gray,None reported,Yes,36950,355.0,5.3,8.0,False,Automatic,,4.567614442730845
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,40000,451.0,6.3,8.0,False,Automatic,7.0,4.6020599913279625
BMW,428 Gran Coupe i xDrive,2016,59000,Gasoline,Black,Brown,At least 1 accident or damage reported,Yes,20999,240.0,2.0,4.0,False,,,4.322198613551892
Lexus,GX 460 Premium,2017,82000,Gasoline,Gray,Brown,None reported,Yes,32900,301.0,4.6,8.0,False,Automatic,,4.517195897949974
Porsche,Panamera Edition,2016,60000,Gasoline,Gray,Black,None reported,Yes,45000,310.0,3.6,6.0,False,Automatic,,4.653212513775344
Cadillac,Escalade ESV Platinum,2017,93971,Gasoline,White,Beige,None reported,Yes,47000,420.0,6.2,8.0,False,Automatic,,4.672097857935717
Lexus,IS 350 Base,2015,62600,Gasoline,Gray,Red,None reported,Yes,27500,306.0,3.5,6.0,False,,,4.439332693830263
Mercedes-Benz,E-Class E 350 4MATIC,2014,84450,Gasoline,Gray,Beige,None reported,Yes,19000,302.0,3.5,6.0,False,Automatic,7.0,4.278753600952829
Audi,Q5 S line Premium,2022,18099,Hybrid,Daytona Gray,Gray,None reported,,40798,,2.0,,False,Automatic,,4.610638873622884
Mercedes-Benz,E-Class E 350 4MATIC,2014,76500,Gasoline,Silver,Black,None reported,Yes,17999,302.0,3.5,6.0,False,Automatic,7.0,4.255248376961857
Chevrolet,Camaro 1LT,2017,74000,Gasoline,Yellow,Black,None reported,Yes,19800,275.0,2.0,4.0,False,Automatic,,4.296665190261531
RAM,1500 Laramie,2022,15607,Gasoline,Billet Silver Metallic Clearcoat,Black,None reported,,45999,,5.7,8.0,False,Automatic,8.0,4.662748390394562
Chevrolet,Silverado 1500 1LZ,2014,111095,E85 Flex Fuel,White,Black,At least 1 accident or damage reported,Yes,26000,355.0,5.3,8.0,False,Automatic,6.0,4.414973347970818
Toyota,Camry Solara SLE,2007,37216,Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,14995,210.0,3.3,6.0,False,Automatic,,4.175946470095546
Jaguar,F-TYPE S,2015,25786,Gasoline,Blue,Gray,None reported,Yes,38500,380.0,3.0,6.0,False,Automatic,8.0,4.585460729508501
Jeep,Gladiator Sport,2021,15520,Gasoline,Sting Gray Clearcoat,Black,None reported,Yes,40459,,3.6,6.0,False,Automatic,8.0,4.60701514438019
RAM,1500 Big Horn,2021,49583,Gasoline,Billet Silver Metallic Clearcoat,Black,None reported,,42816,,5.7,8.0,False,Automatic,8.0,4.63160609175171
Porsche,Cayenne Diesel,2015,97300,Diesel,Black,Black,None reported,Yes,29995,240.0,3.0,6.0,False,Automatic,8.0,4.477048866273474
Chevrolet,Camaro Base,2002,89000,Gasoline,Silver,Black,None reported,Yes,10400,200.0,3.8,6.0,False,Automatic,,4.017033339298781
Porsche,Cayenne S,2015,52111,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,37500,420.0,3.6,6.0,False,Automatic,8.0,4.574031267727719
Dodge,Challenger R/T Scat Pack,2019,75800,Gasoline,Gray,Black,None reported,,35998,,6.4,,False,Automatic,,4.5562783726258385
Lexus,ES 350 Base,2010,113500,Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,11000,272.0,3.5,6.0,False,Automatic,,4.041392685158225
Audi,Q3 2.0T Premium Plus,2015,155382,Gasoline,Brown,Gray,At least 1 accident or damage reported,Yes,13500,200.0,2.0,4.0,False,Automatic,,4.1303337684950066
Mercedes-Benz,E-Class E 550,2016,49643,Gasoline,White,Black,At least 1 accident or damage reported,Yes,33995,402.0,4.7,8.0,False,Automatic,7.0,4.53141504551013
BMW,650 i xDrive,2015,76474,Gasoline,White,Black,None reported,Yes,32000,445.0,4.4,8.0,False,,,4.505149978319906
Porsche,Cayman Base,2016,10431,Gasoline,Red,Black,None reported,Yes,50999,275.0,2.7,6.0,False,Automatic,7.0,4.707561660436372
INFINITI,FX50 Base,2009,190120,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,12500,390.0,5.0,8.0,False,Automatic,7.0,4.096910013008056
Ford,F-150 XLT,2020,92000,Gasoline,Gray,Black,None reported,Yes,29999,375.0,3.5,6.0,False,Automatic,10.0,4.477106777995652
Chevrolet,Camaro 2LT,2017,24000,Gasoline,Yellow,Black,None reported,Yes,32000,335.0,3.6,6.0,False,Manual,6.0,4.505149978319906
RAM,1500 Big Horn,2020,25396,Gasoline,Maximum Steel Metallic,Black,None reported,Yes,43250,,5.7,8.0,False,Automatic,8.0,4.635986111800833
Chevrolet,Silverado 2500 H/D,2001,167000,Gasoline,White,Gray,At least 1 accident or damage reported,Yes,6500,300.0,6.0,8.0,False,Automatic,4.0,3.8129133566428557
RAM,1500 Laramie,2022,18645,Gasoline,Diamond Black,Black,None reported,Yes,49700,,5.7,8.0,False,Automatic,,4.696356388733332
Porsche,911 Turbo,2018,28470,Gasoline,White,Black,At least 1 accident or damage reported,Yes,147500,540.0,3.8,6.0,False,,,5.168792020314182
Ford,Mustang V6,2016,54000,Gasoline,White,Black,None reported,Yes,23999,300.0,3.7,6.0,False,Automatic,6.0,4.380193145731191
Hyundai,Accent GL,2003,83000,Gasoline,Blue,Gray,None reported,Yes,2900,104.0,1.6,4.0,False,Manual,,3.462397997898956
Audi,Q5 S line Premium Plus,2022,10071,Hybrid,Mythos Black Metallic,Black,None reported,,40598,,2.0,,False,Automatic,,4.608504639233393
Ford,F-150 XLT,2021,43329,Gasoline,Carbonized Gray Metallic,Black,None reported,Yes,43642,,3.5,6.0,True,Automatic,10.0,4.6399046449653625
Lexus,RC F Base,2015,51400,Gasoline,Silver,Gray,None reported,Yes,43000,467.0,5.0,8.0,False,Automatic,8.0,4.633468455579586
Chevrolet,Suburban 1500 LT,2015,153800,E85 Flex Fuel,Silver,Black,At least 1 accident or damage reported,Yes,23000,355.0,5.3,8.0,False,Automatic,6.0,4.361727836017593
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000,Gasoline,Green,Gray,None reported,Yes,115000,575.0,5.0,8.0,False,Automatic,,5.060697840353612
Dodge,Viper SRT-10,2003,10800,Gasoline,Silver,Black,None reported,Yes,65499,500.0,8.3,10.0,False,Manual,6.0,4.816234669491063
RAM,1500 Laramie,2020,10458,Gasoline,Delmonico Red Pearlcoat,Black,None reported,Yes,48815,,5.7,8.0,False,Automatic,8.0,4.688553293647024
BMW,328 i,2014,84709,Gasoline,Silver,Gray,None reported,Yes,13800,240.0,2.0,4.0,False,Automatic,8.0,4.139879086401237
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,Red,Black,None reported,Yes,45770,385.0,3.0,6.0,False,Automatic,9.0,4.660580912427299
BMW,M4 Base,2015,98000,Gasoline,Black,Orange,None reported,Yes,32999,425.0,3.0,6.0,False,,,4.518500779239638
BMW,750 i,2008,94653,Gasoline,Green,Green,At least 1 accident or damage reported,Yes,7300,360.0,4.8,8.0,False,Automatic,,3.863322860120456
Ford,Expedition Limited,2023,9281,Gasoline,Black,Black,None reported,Yes,85000,440.0,3.5,6.0,False,Automatic,,4.929418925714293
Chevrolet,Traverse Premier,2023,11806,Gasoline,White,Black,None reported,Yes,47000,310.0,3.6,6.0,False,Automatic,9.0,4.672097857935717
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015,,Gray,Gray,None reported,Yes,22500,,,,False,Automatic,4.0,4.352182518111363
Cadillac,Escalade Platinum,2020,48613,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,61500,420.0,6.2,8.0,False,Automatic,,4.788875115775417
RAM,3500 Tradesman,2023,2990,Diesel,White,Black,At least 1 accident or damage reported,Yes,69900,400.0,6.7,6.0,False,Automatic,,4.8444771757456815
Audi,TT 1.8L,2005,124747,Gasoline,Silver,Black,None reported,Yes,6900,180.0,1.8,4.0,False,,,3.838849090737255
RAM,1500 Big Horn,2021,24000,Hybrid,Silver,Black,None reported,Yes,42000,395.0,5.7,8.0,False,Automatic,,4.623249290397901
Mazda,CX-7 Sport,2009,113000,Gasoline,Gray,Black,None reported,Yes,5499,244.0,2.3,4.0,False,Automatic,6.0,3.7402837196818792
INFINITI,QX60 Base,2017,89106,Gasoline,White,Beige,None reported,Yes,18000,295.0,3.5,6.0,False,,,4.2552725051033065
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,Beige,Black,At least 1 accident or damage reported,Yes,53000,385.0,6.2,8.0,False,Automatic,6.0,4.724275869600789
Jeep,Compass Limited,2022,20472,Gasoline,Red,Black,None reported,,28298,,2.4,4.0,False,Automatic,9.0,4.4517557422501755
INFINITI,QX80 SENSORY,2023,8600,Gasoline,Black,Brown,,,78990,400.0,5.6,8.0,False,Automatic,7.0,4.89757211382573
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,White,Black,None reported,Yes,57000,355.0,5.3,8.0,False,Automatic,10.0,4.7558748556724915
Hyundai,Genesis Coupe 2.0T,2010,65000,Gasoline,Gray,Black,,,8900,210.0,2.0,4.0,False,Automatic,,3.949390006644913
Chevrolet,Camaro 1SS,2021,15000,Gasoline,Blue,Gray,None reported,Yes,43500,455.0,6.2,8.0,False,Manual,6.0,4.638489256954637
Chevrolet,Tahoe Base,1997,229000,Diesel,Green,Beige,At least 1 accident or damage reported,Yes,19500,180.0,6.5,8.0,False,Automatic,,4.290034611362518
Audi,A6 3.0 TDI Premium Plus,2014,42400,Diesel,Silver,Black,None reported,Yes,26500,240.0,3.0,6.0,False,Automatic,8.0,4.423245873936808
Land,Rover Defender S,2023,15840,Gasoline,White,Black,None reported,Yes,69900,296.0,2.0,4.0,False,Automatic,8.0,4.8444771757456815
Porsche,Cayenne S,2016,76200,Gasoline,Gray,Beige,None reported,Yes,42000,420.0,3.6,6.0,False,,,4.623249290397901
Chevrolet,Suburban Premier,2019,105667,Gasoline,Black,Beige,None reported,Yes,39000,355.0,5.3,8.0,False,Automatic,6.0,4.5910646070264995
Chevrolet,Suburban Premier,2019,51338,Gasoline,White,Black,None reported,Yes,49900,355.0,5.3,8.0,False,Automatic,6.0,4.69810054562339
Dodge,Dart SE,2016,76857,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,8100,160.0,2.0,4.0,False,Manual,,3.9084850188786495
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,White,Black,None reported,Yes,42500,385.0,6.2,8.0,False,Automatic,,4.628388930050312
Toyota,Sequoia SR5,2002,244200,Gasoline,White,–,At least 1 accident or damage reported,Yes,3950,240.0,4.7,8.0,False,Automatic,,3.59659709562646
Ford,Mustang GT,2014,38560,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,28500,420.0,5.0,8.0,False,Manual,6.0,4.45484486000851
Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,Yellow,Black,None reported,Yes,84999,490.0,6.2,8.0,False,,,4.929413816337392
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,White,Black,None reported,Yes,20999,348.0,3.8,6.0,False,Automatic,8.0,4.322198613551892
Ford,Focus ST Base,2014,110000,Gasoline,Silver,Gray,None reported,Yes,9495,252.0,2.0,4.0,False,Manual,6.0,3.977494969073036
Cadillac,CTS Luxury,2011,66200,Gasoline,Black,Black,None reported,Yes,16499,270.0,3.0,6.0,False,Automatic,6.0,4.21745762253858
Subaru,Baja Base,2003,71000,Gasoline,Red,Black,None reported,Yes,14900,165.0,2.5,4.0,False,Manual,5.0,4.173186268412274
Toyota,Highlander XLE,2019,81301,Gasoline,Black,Black,None reported,Yes,30275,,3.5,6.0,False,Automatic,8.0,4.4810841518150895
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,White,Black,None reported,Yes,63900,460.0,6.2,8.0,False,Automatic,8.0,4.8055008581584
Dodge,Durango SRT,2020,36000,Gasoline,Gray,Red,None reported,Yes,62000,475.0,6.4,8.0,False,Automatic,8.0,4.7923916894982534
Acura,TSX 2.4,2010,116000,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,9000,201.0,2.4,4.0,False,Manual,6.0,3.9542425094393248
Chevrolet,Camaro 2SS,2018,42780,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,41100,455.0,6.2,8.0,False,,,4.613841821876069
BMW,640 Gran Coupe i,2014,39886,Gasoline,Black,Red,At least 1 accident or damage reported,Yes,26000,315.0,3.0,6.0,False,,,4.414973347970818
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,Gray,Black,None reported,Yes,15400,333.0,3.0,6.0,False,,,4.187520720836463
Alfa,Romeo Giulia Base,2017,48000,Gasoline,Red,Black,None reported,Yes,20500,280.0,2.0,4.0,False,Automatic,,4.311753861055754
Toyota,Highlander XLE,2023,8727,Gasoline,Ruby Flare Pearl,Black,None reported,,44596,,2.4,4.0,True,Automatic,8.0,4.649295906787644
Rolls-Royce,Ghost Base,2011,79000,Gasoline,Black,White,At least 1 accident or damage reported,Yes,80300,563.0,6.6,12.0,False,Automatic,8.0,4.904715545278681
Dodge,Challenger R/T,2020,54000,Gasoline,Gray,Black,None reported,Yes,34000,372.0,5.7,8.0,False,Automatic,8.0,4.531478917042255
Porsche,Cayenne Base,2016,110000,Gasoline,White,White,At least 1 accident or damage reported,Yes,25900,300.0,3.6,6.0,False,Automatic,,4.413299764081252
Chevrolet,Bolt EV LT,2020,49688,,Blue,Gray,None reported,Yes,24900,200.0,,,False,Automatic,,4.396199347095736
Mercedes-Benz,Metris Base,2020,14000,Gasoline,Black,Beige,None reported,Yes,48000,208.0,2.0,4.0,False,Automatic,7.0,4.681241237375588
Dodge,Charger SRT Hellcat Widebody,2023,5000,Gasoline,Gray,Black,None reported,Yes,110000,717.0,6.2,8.0,False,,,5.041392685158225
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,Silver Ice Metallic,Jet Black,None reported,,68590,,6.2,8.0,False,Automatic,,4.836260802858487
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101,Gasoline,Gray,Red,At least 1 accident or damage reported,Yes,72777,577.0,5.5,8.0,False,Automatic,,4.861994149212583
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,Black,Jet Black,None reported,,36590,,5.3,8.0,False,Automatic,6.0,4.563362409486608
Lexus,RC 350 Base,2016,77856,Gasoline,Atomic Silver,Black,None reported,Yes,30919,,3.5,6.0,False,Automatic,6.0,4.490225439272648
Lamborghini,Urus Base,2021,20069,Gasoline,Rosso Mars Metallic,Nero Ade,None reported,,229900,,4.0,8.0,True,Automatic,8.0,5.361538971269279
GMC,Acadia SLE-1,2015,115282,Gasoline,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,12433,,3.6,6.0,False,Automatic,6.0,4.094575933649249
Porsche,911 GT3,2016,30700,Gasoline,White,Black,None reported,Yes,138999,475.0,3.8,6.0,False,Automatic,7.0,5.143011675822123
MINI,Cooper Base,2003,103726,Gasoline,Red,Gray,At least 1 accident or damage reported,Yes,5995,115.0,1.6,4.0,False,Manual,5.0,3.7777891874348675
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,Blue,Black,None reported,Yes,13250,158.0,2.0,4.0,False,,,4.122215878272827
Toyota,4Runner TRD Off Road,2019,79500,Gasoline,White,Black,None reported,Yes,33333,270.0,4.0,6.0,False,Automatic,,4.522874402313803
Toyota,Highlander Limited,2008,165520,Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,9000,270.0,3.5,6.0,False,Automatic,,3.9542425094393248
BMW,650 Gran Coupe i,2014,92000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,24000,445.0,4.4,8.0,False,,,4.380211241711606
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,Green,Black,None reported,Yes,55000,291.0,3.8,6.0,False,,,4.740362689494244
Pontiac,Solstice GXP,2008,38100,Gasoline,Orange,Black,None reported,Yes,19950,260.0,2.0,4.0,False,Manual,5.0,4.299942900022767
Land,Rover Range Rover Evoque SE Premium,2018,42125,Gasoline,White,Black,None reported,Yes,38999,237.0,2.0,4.0,False,,,4.591053471127784
Porsche,Cayenne Diesel,2014,86818,Diesel,Silver,Black,None reported,Yes,33500,240.0,3.0,6.0,False,,,4.525044807036846
BMW,M3 Competition xDrive,2023,3490,Gasoline,Gray,Black,None reported,Yes,95580,503.0,3.0,6.0,False,Automatic,8.0,4.9803670261847754
Toyota,Avalon Limited,2008,111300,Gasoline,Gold,Beige,None reported,Yes,7900,268.0,3.5,6.0,False,,,3.8976270912904414
BMW,M3 Base,2011,98200,Gasoline,White,Black,None reported,Yes,27000,414.0,4.0,8.0,False,Automatic,7.0,4.431363764158987
Porsche,Panamera Base,2018,42500,Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,53999,330.0,3.0,6.0,False,Automatic,8.0,4.7323857172580945
Jeep,Wrangler Sport,2001,171000,Gasoline,White,Black,At least 1 accident or damage reported,Yes,15000,181.0,4.0,6.0,False,Manual,5.0,4.176091259055681
Honda,Passport TrailSport,2023,11649,Gasoline,Black,Black,,,39999,280.0,3.5,6.0,False,Automatic,9.0,4.602049133830196
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,Silver,Red,At least 1 accident or damage reported,Yes,40250,429.0,4.6,8.0,False,,,4.6047658847038875
Audi,RS 4 Base,2007,99769,Gasoline,Gray,White,None reported,Yes,29995,420.0,4.2,8.0,False,Manual,6.0,4.477048866273474
Toyota,Avalon Limited,2022,16156,Gasoline,Blueprint,Graphite,None reported,,39390,,3.5,6.0,False,Automatic,8.0,4.595385980809142
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,White,Beige,None reported,Yes,11900,268.0,3.5,6.0,False,Automatic,,4.075546961392531
GMC,Yukon Denali,2021,30022,Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,74500,420.0,6.2,8.0,False,Automatic,,4.872156272748293
Porsche,Panamera 4S,2017,42596,Gasoline,Black,Black,None reported,Yes,78000,440.0,2.9,6.0,False,,,4.892094602690481
Ford,Explorer XLT,2021,33705,Gasoline,White,Light Slate,At least 1 accident or damage reported,Yes,36995,,2.3,4.0,True,Automatic,10.0,4.568143031657702
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,White,Brown,None reported,Yes,31000,340.0,3.0,6.0,False,Automatic,8.0,4.491361693834273
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,Red,Black,None reported,Yes,52000,355.0,3.0,6.0,False,Automatic,10.0,4.7160033436347994
Toyota,Tacoma Base,2020,27256,Gasoline,Midnight Black Metallic,Black/Gun Metal,None reported,,42998,,3.5,,False,,6.0,4.633448255366466
Hummer,H3 Base,2010,107481,Gasoline,White,Black,None reported,Yes,13500,239.0,3.7,5.0,False,Automatic,,4.1303337684950066
Tesla,Model 3 Long Range,2018,61700,,White,Black,None reported,Yes,25900,271.0,,,False,Automatic,,4.413299764081252
Volvo,850 Turbo,1995,94000,,White,Black,None reported,Yes,4500,,,,False,Automatic,,3.6532125137753435
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,Gray,Black,None reported,Yes,26800,285.0,3.6,6.0,False,Automatic,5.0,4.4281347940287885
Chevrolet,Camaro 2SS,2018,26000,Gasoline,White,Black,None reported,Yes,39000,455.0,6.2,8.0,False,Automatic,8.0,4.5910646070264995
Audi,S6 4.0T,2015,74000,Gasoline,Blue,Gray,None reported,Yes,29950,420.0,4.0,8.0,False,Automatic,7.0,4.47639682672533
Audi,TT RS Base,2012,54900,Gasoline,White,Brown,,,28900,360.0,2.5,5.0,False,Manual,6.0,4.460897842756548
INFINITI,QX56 Base,2012,141775,Gasoline,White,Beige,None reported,Yes,11500,400.0,5.6,8.0,False,,,4.060697840353612
Volkswagen,New Beetle GLS,2001,63250,Gasoline,Yellow,Yellow,None reported,Yes,12000,115.0,2.0,4.0,False,Automatic,4.0,4.079181246047625
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,Daytona Gray,Black,None reported,,44998,,2.0,,False,Automatic,,4.653193211369425
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,Balloon White,Nero Ade,None reported,,449991,,6.5,,False,Automatic,,5.653203827798846
Ford,F-250 XL,2014,35900,E85 Flex Fuel,Blue,Gray,At least 1 accident or damage reported,Yes,27900,385.0,6.2,8.0,False,,,4.445604203273597
GMC,Yukon XL Denali,2022,48306,Gasoline,Summit White,Jet Black,At least 1 accident or damage reported,Yes,71999,,6.2,8.0,False,Automatic,10.0,4.8573264645215755
Audi,A4 2.0T Premium,2012,125000,Gasoline,Black,Black,None reported,Yes,10500,211.0,2.0,4.0,False,Automatic,8.0,4.021189299069938
Dodge,Challenger SRT 392,2016,37700,,Black,Black,At least 1 accident or damage reported,Yes,38000,,,,False,Automatic,8.0,4.57978359661681
Tesla,Model S P100D,2017,103000,,Black,White,None reported,Yes,36000,,,,False,Automatic,1.0,4.556302500767287
Mazda,CX-30 Premium Package,2021,45303,Gasoline,Snowflake White Pearl,White / Brown,None reported,,25382,,2.5,4.0,False,Automatic,6.0,4.404525839773747
Lexus,ES 350 Base,2016,53900,Gasoline,Red,Beige,None reported,Yes,27500,268.0,3.5,6.0,False,Automatic,,4.439332693830263
Jeep,Wrangler Sahara,2008,54000,Gasoline,Green,Gray,None reported,Yes,20000,202.0,3.8,6.0,False,Automatic,,4.301029995663981
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,White,Beige,None reported,Yes,17950,366.0,6.0,8.0,False,Automatic,,4.254064452914338
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,Diamond Black,Global Black,None reported,Yes,44646,,3.6,6.0,False,Automatic,,4.649782554921197
Acura,MDX w/Advance Package,2023,3708,Gasoline,White,Espresso,None reported,,58998,,3.5,,False,Automatic,,4.770837289545772
Nissan,Pathfinder SL,2018,167000,Gasoline,Black,Beige,,,14500,284.0,3.5,6.0,False,Automatic,,4.161368002234975
Tesla,Model X Long Range,2019,37000,,Gray,Black,None reported,Yes,58000,518.0,,,False,Automatic,1.0,4.763427993562937
Subaru,Impreza Premium,2022,10419,Gasoline,Crystal White Pearl,Black,At least 1 accident or damage reported,,24998,,2.0,,False,,,4.397905263723669
Audi,A8 4.0T,2014,96238,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,22500,420.0,4.0,8.0,False,,,4.352182518111363
